time_period_start,time_period_end,time_open,time_close,price_open,price_high,price_low,price_close,volume_traded,trades_count,asset_pair
2023-01-28,2023-01-29T00:00:00.0000000Z,2023-01-28T00:00:00.2850000Z,2023-01-28T23:59:59.9990000Z,23073.23,23189.0,22878.98,23022.6,150705.77980000002,4496428,BINANCE_SPOT_BTC_USDT
2023-01-29,2023-01-30T00:00:00.0000000Z,2023-01-29T00:00:00.2900000Z,2023-01-29T23:59:59.9930000Z,23021.6,23960.47,22967.76,23742.3,312124.6248299999,7715992,BINANCE_SPOT_BTC_USDT
2023-01-30,2023-01-31T00:00:00.0000000Z,2023-01-30T00:00:00.3440000Z,2023-01-30T23:59:59.9800000Z,23744.83,23800.51,22500.0,22826.15,320426.10724999994,8568668,BINANCE_SPOT_BTC_USDT
2023-01-31,2023-02-01T00:00:00.0000000Z,2023-01-31T00:00:00.6910000Z,2023-01-31T23:59:59.9990000Z,22826.81,23320.0,22714.77,23125.13,272051.43729,7342049,BINANCE_SPOT_BTC_USDT
2023-02-01,2023-02-02T00:00:00.0000000Z,2023-02-01T00:00:00.5880000Z,2023-02-01T23:59:59.9980000Z,23126.67,23812.66,22765.0,23732.66,253462.03181999997,6921610,BINANCE_SPOT_BTC_USDT
2023-02-02,2023-02-03T00:00:00.0000000Z,2023-02-02T00:00:00.2010000Z,2023-02-02T23:56:21.4860000Z,23731.4,24255.0,23445.13,23445.81,324748.15668,9197041,BINANCE_SPOT_BTC_USDT
2023-02-03,2023-02-04T00:00:00.0000000Z,2023-02-03T00:05:15.9990000Z,2023-02-04T00:00:00.3650000Z,23550.15,23715.7,23204.64,23433.06,330513.87049999996,8558563,BINANCE_SPOT_BTC_USDT
2023-02-04,2023-02-05T00:00:00.0000000Z,2023-02-04T00:00:00.3870000Z,2023-02-04T23:59:59.9980000Z,23432.52,23587.78,23253.96,23326.84,171914.55409,5164108,BINANCE_SPOT_BTC_USDT
2023-02-05,2023-02-06T00:00:00.0000000Z,2023-02-05T00:00:00.0030000Z,2023-02-05T23:59:59.9990000Z,23327.66,23433.33,22743.0,22932.91,217088.31792999996,6313711,BINANCE_SPOT_BTC_USDT
2023-02-06,2023-02-07T00:00:00.0000000Z,2023-02-06T00:00:00.4580000Z,2023-02-06T23:59:59.9960000Z,22931.4,23158.25,22628.13,22762.52,277124.49759000004,7443511,BINANCE_SPOT_BTC_USDT
2023-02-07,2023-02-08T00:00:00.0000000Z,2023-02-07T00:00:00.0750000Z,2023-02-07T23:59:59.9990000Z,22761.71,23350.25,22745.78,23240.46,315912.46884999995,8751484,BINANCE_SPOT_BTC_USDT
2023-02-08,2023-02-09T00:00:00.0000000Z,2023-02-08T00:00:00.2960000Z,2023-02-08T23:59:59.9980000Z,23241.97,23452.0,22665.85,22963.0,265324.1153400001,7974543,BINANCE_SPOT_BTC_USDT
2023-02-09,2023-02-10T00:00:00.0000000Z,2023-02-09T00:00:00.0000000Z,2023-02-09T23:59:59.9980000Z,22961.85,23011.39,21688.0,21796.35,400445.10029,10265317,BINANCE_SPOT_BTC_USDT
2023-02-10,2023-02-11T00:00:00.0000000Z,2023-02-10T00:00:00.2390000Z,2023-02-11T00:00:00.0410000Z,21799.06,21938.16,21451.0,21626.18,336973.38985000004,7324775,BINANCE_SPOT_BTC_USDT
2023-02-11,2023-02-12T00:00:00.0000000Z,2023-02-11T00:00:00.0070000Z,2023-02-11T23:59:59.9990000Z,21625.19,21906.32,21599.78,21862.55,182755.59271000003,4467715,BINANCE_SPOT_BTC_USDT
2023-02-12,2023-02-13T00:00:00.0000000Z,2023-02-12T00:00:00.0040000Z,2023-02-12T23:59:59.9970000Z,21862.02,22090.0,21630.0,21783.54,207418.91346,4784391,BINANCE_SPOT_BTC_USDT
2023-02-13,2023-02-14T00:00:00.0000000Z,2023-02-13T00:00:00.1400000Z,2023-02-13T23:59:59.9990000Z,21784.44,21894.99,21351.07,21773.97,306990.92597,7009386,BINANCE_SPOT_BTC_USDT
2023-02-14,2023-02-15T00:00:00.0000000Z,2023-02-14T00:00:00.0000000Z,2023-02-14T23:59:59.9970000Z,21774.63,22319.08,21532.77,22199.84,366215.46590999997,8130818,BINANCE_SPOT_BTC_USDT
2023-02-15,2023-02-16T00:00:00.0000000Z,2023-02-15T00:00:00.0010000Z,2023-02-15T23:59:59.9980000Z,22199.84,24380.0,22047.28,24324.05,387883.14683000004,8924258,BINANCE_SPOT_BTC_USDT
2023-02-16,2023-02-17T00:00:00.0000000Z,2023-02-16T00:00:00.7020000Z,2023-02-16T23:59:59.9990000Z,24323.6,25250.0,23505.25,23517.72,444640.87377,11375304,BINANCE_SPOT_BTC_USDT
2023-02-17,2023-02-18T00:00:00.0000000Z,2023-02-17T00:00:00.6180000Z,2023-02-17T23:59:59.9580000Z,23513.7,25019.66,23339.37,24570.0,503153.95744999987,11515945,BINANCE_SPOT_BTC_USDT
2023-02-18,2023-02-19T00:00:00.0000000Z,2023-02-18T00:00:00.1420000Z,2023-02-19T00:00:00.1890000Z,24569.95,24877.0,24430.36,24632.4,234942.16436000002,7222862,BINANCE_SPOT_BTC_USDT
2023-02-19,2023-02-20T00:00:00.0000000Z,2023-02-19T00:00:00.2520000Z,2023-02-19T23:59:59.9990000Z,24632.41,25192.0,24192.57,24271.76,334886.4953999999,8840355,BINANCE_SPOT_BTC_USDT
2023-02-20,2023-02-21T00:00:00.0000000Z,2023-02-20T00:00:00.2490000Z,2023-02-20T23:59:59.9980000Z,24272.51,25121.23,23840.83,24842.2,389154.87606000004,11264477,BINANCE_SPOT_BTC_USDT
2023-02-21,2023-02-22T00:00:00.0000000Z,2023-02-21T00:00:00.3770000Z,2023-02-22T00:00:00.1010000Z,24844.83,25250.0,24148.34,24451.01,397822.79800000007,11814991,BINANCE_SPOT_BTC_USDT
2023-02-22,2023-02-23T00:00:00.0000000Z,2023-02-22T00:00:00.1670000Z,2023-02-22T23:59:59.9990000Z,24450.52,24476.05,23574.69,24182.21,389186.7701,12186051,BINANCE_SPOT_BTC_USDT
2023-02-23,2023-02-24T00:00:00.0000000Z,2023-02-23T00:00:00.4160000Z,2023-02-24T00:00:00.0000000Z,24184.43,24599.59,23608.0,23940.2,339202.35945999995,10343580,BINANCE_SPOT_BTC_USDT
2023-02-24,2023-02-25T00:00:00.0000000Z,2023-02-24T00:00:00.3700000Z,2023-02-25T00:00:00.0260000Z,23940.19,24132.35,22841.19,23184.53,353259.6935599999,12593071,BINANCE_SPOT_BTC_USDT
2023-02-25,2023-02-26T00:00:00.0000000Z,2023-02-25T00:00:00.5060000Z,2023-02-26T00:00:00.0270000Z,23185.0,23219.13,22722.0,23156.77,196119.06449,10216848,BINANCE_SPOT_BTC_USDT
2023-02-26,2023-02-27T00:00:00.0000000Z,2023-02-26T00:00:00.2440000Z,2023-02-27T00:00:00.0240000Z,23155.17,23688.82,23059.18,23554.86,207803.0661,10559203,BINANCE_SPOT_BTC_USDT
2023-02-27,2023-02-28T00:00:00.0000000Z,2023-02-27T00:00:00.7040000Z,2023-02-27T23:59:59.9860000Z,23554.57,23897.66,23106.77,23491.01,296602.71868,13094958,BINANCE_SPOT_BTC_USDT
2023-02-28,2023-03-01T00:00:00.0000000Z,2023-02-28T00:00:00.0520000Z,2023-02-28T23:59:59.9990000Z,23491.04,23600.0,23020.97,23141.57,281942.44941,10684806,BINANCE_SPOT_BTC_USDT
2023-03-01,2023-03-02T00:00:00.0000000Z,2023-03-01T00:00:00.0000000Z,2023-03-02T00:00:00.0500000Z,23141.57,24000.0,23020.03,23627.94,334846.00885,10465629,BINANCE_SPOT_BTC_USDT
2023-03-02,2023-03-03T00:00:00.0000000Z,2023-03-02T00:00:00.4660000Z,2023-03-03T00:00:00.0950000Z,23627.87,23796.93,23195.9,23466.47,254544.02915,8313235,BINANCE_SPOT_BTC_USDT
2023-03-03,2023-03-04T00:00:00.0000000Z,2023-03-03T00:00:00.0000000Z,2023-03-03T23:59:59.9990000Z,23465.32,23476.95,21971.13,22354.34,318170.02335000003,8707938,BINANCE_SPOT_BTC_USDT
2023-03-04,2023-03-05T00:00:00.0000000Z,2023-03-04T00:00:00.2590000Z,2023-03-05T00:00:00.5870000Z,22355.46,22410.0,22157.08,22345.54,121887.67912999999,4413865,BINANCE_SPOT_BTC_USDT
2023-03-05,2023-03-06T00:00:00.0000000Z,2023-03-05T00:00:00.0000000Z,2023-03-05T23:59:59.9990000Z,22346.57,22662.09,22189.22,22430.24,153197.74925,5083119,BINANCE_SPOT_BTC_USDT
2023-03-06,2023-03-07T00:00:00.0000000Z,2023-03-06T00:00:00.3320000Z,2023-03-07T00:00:00.5180000Z,22430.23,22602.19,22259.07,22409.16,203789.40719999996,6956714,BINANCE_SPOT_BTC_USDT
2023-03-07,2023-03-08T00:00:00.0000000Z,2023-03-07T00:00:00.0000000Z,2023-03-08T00:00:00.2550000Z,22409.41,22557.91,21929.68,22197.47,308049.4989,8659512,BINANCE_SPOT_BTC_USDT
2023-03-08,2023-03-09T00:00:00.0000000Z,2023-03-08T00:00:00.2630000Z,2023-03-09T00:00:00.1430000Z,22197.7,22281.0,21580.0,21704.0,313063.59124000004,8648438,BINANCE_SPOT_BTC_USDT
2023-03-09,2023-03-10T00:00:00.0000000Z,2023-03-09T00:00:00.1620000Z,2023-03-09T23:59:59.9990000Z,21704.45,21834.99,20042.72,20362.22,462859.07922,10963292,BINANCE_SPOT_BTC_USDT
2023-03-10,2023-03-11T00:00:00.0000000Z,2023-03-10T00:00:25.6350000Z,2023-03-10T23:59:59.9990000Z,20359.26,20363.61,19549.09,20150.69,652717.4979700001,13277139,BINANCE_SPOT_BTC_USDT
2023-03-11,2023-03-12T00:00:00.0000000Z,2023-03-11T00:00:00.2060000Z,2023-03-11T23:59:59.9960000Z,20151.11,20686.51,19765.03,20456.0,451318.97791,11464586,BINANCE_SPOT_BTC_USDT
2023-03-12,2023-03-13T00:00:00.0000000Z,2023-03-12T00:00:00.5630000Z,2023-03-13T00:00:00.1490000Z,20456.56,22150.0,20270.6,21992.19,466328.00181000005,10834055,BINANCE_SPOT_BTC_USDT
2023-03-13,2023-03-14T00:00:00.0000000Z,2023-03-13T00:00:00.1520000Z,2023-03-13T23:59:59.9980000Z,21996.99,24500.0,21813.88,24113.48,762478.4480100002,16714716,BINANCE_SPOT_BTC_USDT
2023-03-14,2023-03-15T00:00:00.0000000Z,2023-03-14T00:00:00.8720000Z,2023-03-14T23:59:59.9970000Z,24117.87,26386.87,23976.42,24670.41,514132.04801999993,12073919,BINANCE_SPOT_BTC_USDT
2023-03-15,2023-03-16T00:00:00.0000000Z,2023-03-15T00:00:00.0320000Z,2023-03-16T00:00:00.0040000Z,24670.0,25196.97,23896.95,24283.01,417675.47101000004,9899699,BINANCE_SPOT_BTC_USDT
2023-03-16,2023-03-17T00:00:00.0000000Z,2023-03-16T00:00:00.1160000Z,2023-03-16T23:59:59.9980000Z,24283.59,25167.4,24123.0,24998.78,461383.0732500001,11478419,BINANCE_SPOT_BTC_USDT
2023-03-17,2023-03-18T00:00:00.0000000Z,2023-03-17T00:00:00.2780000Z,2023-03-17T23:59:59.9930000Z,25000.78,27756.84,24890.0,27391.49,659248.7348,14503607,BINANCE_SPOT_BTC_USDT
2023-03-18,2023-03-19T00:00:00.0000000Z,2023-03-18T00:00:00.0650000Z,2023-03-18T23:59:59.9980000Z,27392.67,27724.85,26578.0,26907.49,381869.67459000007,10618461,BINANCE_SPOT_BTC_USDT
2023-03-19,2023-03-20T00:00:00.0000000Z,2023-03-19T00:00:00.0850000Z,2023-03-19T23:59:59.7220000Z,26907.27,28390.1,26827.22,27971.59,399787.94639999996,10610691,BINANCE_SPOT_BTC_USDT
2023-03-20,2023-03-21T00:00:00.0000000Z,2023-03-20T00:00:00.5600000Z,2023-03-20T23:59:59.9980000Z,27969.94,28472.0,27124.47,27717.01,512501.4996200001,13062053,BINANCE_SPOT_BTC_USDT
2023-03-21,2023-03-22T00:00:00.0000000Z,2023-03-21T00:00:00.3110000Z,2023-03-22T00:00:00.0270000Z,27716.4,28438.55,27303.1,28104.03,441922.8676899999,12616927,BINANCE_SPOT_BTC_USDT
2023-03-22,2023-03-23T00:00:00.0000000Z,2023-03-22T00:00:00.3850000Z,2023-03-23T00:00:00.0120000Z,28105.42,28868.05,26601.8,27250.97,234792.0117300001,3978346,BINANCE_SPOT_BTC_USDT
2023-03-23,2023-03-24T00:00:00.0000000Z,2023-03-23T00:00:00.3610000Z,2023-03-23T23:59:59.9980000Z,27250.97,28750.0,27105.0,28295.41,132434.10269,2354056,BINANCE_SPOT_BTC_USDT
2023-03-24,2023-03-25T00:00:00.0000000Z,2023-03-24T00:00:00.4040000Z,2023-03-24T23:59:59.9990000Z,28295.41,28374.3,27000.0,27454.47,88297.89786,1669276,BINANCE_SPOT_BTC_USDT
2023-03-25,2023-03-26T00:00:00.0000000Z,2023-03-25T00:00:00.0000000Z,2023-03-26T00:00:00.0520000Z,27454.46,27787.33,27156.09,27462.96,49799.64169999999,1149474,BINANCE_SPOT_BTC_USDT
2023-03-26,2023-03-27T00:00:00.0000000Z,2023-03-26T00:00:00.2460000Z,2023-03-27T00:00:00.0200000Z,27462.95,28194.4,27417.76,27968.06,49928.94764,1138675,BINANCE_SPOT_BTC_USDT
2023-03-27,2023-03-28T00:00:00.0000000Z,2023-03-27T00:00:00.2320000Z,2023-03-28T00:00:00.0170000Z,27968.05,28023.86,26508.14,27124.9,91267.04693000001,1706734,BINANCE_SPOT_BTC_USDT
2023-03-28,2023-03-29T00:00:00.0000000Z,2023-03-28T00:00:00.9570000Z,2023-03-29T00:00:00.2020000Z,27124.91,27520.0,26631.78,27262.38,78987.83129,1610969,BINANCE_SPOT_BTC_USDT
2023-03-29,2023-03-30T00:00:00.0000000Z,2023-03-29T00:00:00.2870000Z,2023-03-29T23:59:59.9970000Z,27262.38,28650.0,27240.1,28348.6,90210.68814000001,1798165,BINANCE_SPOT_BTC_USDT
2023-03-30,2023-03-31T00:00:00.0000000Z,2023-03-30T00:00:00.5180000Z,2023-03-31T00:00:00.0110000Z,28348.61,29184.68,27691.98,28028.53,77508.23692000001,1599880,BINANCE_SPOT_BTC_USDT
2023-03-31,2023-04-01T00:00:00.0000000Z,2023-03-31T00:00:00.3580000Z,2023-03-31T23:59:59.9990000Z,28028.53,28656.69,27511.71,28465.36,80517.32595,1696126,BINANCE_SPOT_BTC_USDT
2023-04-01,2023-04-02T00:00:00.0000000Z,2023-04-01T00:00:00.2940000Z,2023-04-02T00:00:00.0510000Z,28465.37,28819.71,28220.27,28452.73,30406.16126,876072,BINANCE_SPOT_BTC_USDT
2023-04-02,2023-04-03T00:00:00.0000000Z,2023-04-02T00:00:00.9930000Z,2023-04-02T23:59:59.9990000Z,28452.74,28530.0,27856.43,28171.87,35824.699459999996,963309,BINANCE_SPOT_BTC_USDT
2023-04-03,2023-04-04T00:00:00.0000000Z,2023-04-03T00:00:00.4670000Z,2023-04-04T00:00:00.0000000Z,28171.87,28500.99,27200.24,27800.0,81082.2949,1818406,BINANCE_SPOT_BTC_USDT
2023-04-04,2023-04-05T00:00:00.0000000Z,2023-04-04T00:00:00.0010000Z,2023-04-04T23:59:59.9990000Z,27800.0,28444.44,27662.79,28165.47,49819.31345,1186790,BINANCE_SPOT_BTC_USDT
2023-04-05,2023-04-06T00:00:00.0000000Z,2023-04-05T00:00:00.0010000Z,2023-04-06T00:00:00.0000000Z,28165.47,28775.0,27805.1,28170.01,61896.01009000001,1386705,BINANCE_SPOT_BTC_USDT
2023-04-06,2023-04-07T00:00:00.0000000Z,2023-04-06T00:00:00.0160000Z,2023-04-07T00:00:00.4480000Z,28170.0,28181.05,27711.0,28033.82,40223.70255,1010932,BINANCE_SPOT_BTC_USDT
2023-04-07,2023-04-08T00:00:00.0000000Z,2023-04-07T00:00:00.8420000Z,2023-04-07T23:59:59.9980000Z,28033.83,28100.0,27766.94,27906.33,24782.279530000003,699482,BINANCE_SPOT_BTC_USDT
2023-04-08,2023-04-09T00:00:00.0000000Z,2023-04-08T00:00:00.2410000Z,2023-04-08T23:59:59.9990000Z,27906.34,28154.99,27859.02,27938.38,19652.039579999997,649499,BINANCE_SPOT_BTC_USDT
2023-04-09,2023-04-10T00:00:00.0000000Z,2023-04-09T00:00:00.0000000Z,2023-04-10T00:00:00.0000000Z,27938.38,28530.0,27800.0,28323.76,33235.1373,824436,BINANCE_SPOT_BTC_USDT
2023-04-10,2023-04-11T00:00:00.0000000Z,2023-04-10T00:00:00.0000000Z,2023-04-10T23:59:59.9990000Z,28323.76,29770.0,28170.0,29637.34,69207.45567000002,1380226,BINANCE_SPOT_BTC_USDT
2023-04-11,2023-04-12T00:00:00.0000000Z,2023-04-11T00:00:00.4960000Z,2023-04-12T00:00:00.0140000Z,29637.34,30550.0,29590.0,30200.4,69304.08372,1439636,BINANCE_SPOT_BTC_USDT
2023-04-12,2023-04-13T00:00:00.0000000Z,2023-04-12T00:00:00.2730000Z,2023-04-12T23:59:59.9990000Z,30200.4,30486.0,29637.4,29888.07,62858.56912999999,1327919,BINANCE_SPOT_BTC_USDT
2023-04-13,2023-04-14T00:00:00.0000000Z,2023-04-13T00:00:00.0050000Z,2023-04-14T00:00:00.4520000Z,29888.07,30595.0,29854.59,30375.04,53093.250690000015,1173794,BINANCE_SPOT_BTC_USDT
2023-04-14,2023-04-15T00:00:00.0000000Z,2023-04-14T00:00:00.5990000Z,2023-04-14T23:59:59.9990000Z,30375.03,31000.0,29966.0,30466.93,79890.67056,1717871,BINANCE_SPOT_BTC_USDT
2023-04-15,2023-04-16T00:00:00.0000000Z,2023-04-15T00:00:00.9410000Z,2023-04-15T23:59:59.9980000Z,30466.93,30595.6,30202.0,30295.09,25423.55036,806434,BINANCE_SPOT_BTC_USDT
2023-04-16,2023-04-17T00:00:00.0000000Z,2023-04-16T00:00:00.4140000Z,2023-04-16T23:59:59.9980000Z,30295.09,30549.99,30120.0,30304.65,26436.003410000005,762648,BINANCE_SPOT_BTC_USDT
2023-04-17,2023-04-18T00:00:00.0000000Z,2023-04-17T00:00:00.2580000Z,2023-04-18T00:00:00.0130000Z,30304.65,30316.06,29240.65,29430.28,59003.16017,1289549,BINANCE_SPOT_BTC_USDT
2023-04-18,2023-04-19T00:00:00.0000000Z,2023-04-18T00:00:00.1160000Z,2023-04-18T23:59:59.9820000Z,29430.28,30485.0,29096.78,30380.01,48711.40063000001,1003917,BINANCE_SPOT_BTC_USDT
2023-04-19,2023-04-20T00:00:00.0000000Z,2023-04-19T00:00:00.3390000Z,2023-04-20T00:00:00.0150000Z,30380.01,30413.53,28520.0,28797.1,92057.97354999998,1932144,BINANCE_SPOT_BTC_USDT
2023-04-20,2023-04-21T00:00:00.0000000Z,2023-04-20T00:00:00.1560000Z,2023-04-20T23:59:59.9990000Z,28797.09,29088.3,28010.0,28243.65,78347.2983,1582552,BINANCE_SPOT_BTC_USDT
2023-04-21,2023-04-22T00:00:00.0000000Z,2023-04-21T00:00:00.3930000Z,2023-04-22T00:00:00.0090000Z,28243.65,28374.02,27125.0,27262.83,80604.15615,1619360,BINANCE_SPOT_BTC_USDT
2023-04-22,2023-04-23T00:00:00.0000000Z,2023-04-22T00:00:00.1810000Z,2023-04-22T23:59:59.9970000Z,27262.83,27882.72,27140.35,27816.85,35963.936830000006,916009,BINANCE_SPOT_BTC_USDT
2023-04-23,2023-04-24T00:00:00.0000000Z,2023-04-23T00:00:00.2310000Z,2023-04-24T00:00:00.0160000Z,27816.85,27816.85,27311.25,27590.59,34986.948580000004,940207,BINANCE_SPOT_BTC_USDT
2023-04-24,2023-04-25T00:00:00.0000000Z,2023-04-24T00:00:00.3870000Z,2023-04-25T00:00:00.2380000Z,27590.6,28000.0,26942.82,27510.93,53637.05664,1314102,BINANCE_SPOT_BTC_USDT
2023-04-25,2023-04-26T00:00:00.0000000Z,2023-04-25T00:00:00.3890000Z,2023-04-26T00:00:00.0080000Z,27510.93,28399.99,27192.0,28300.8,53822.05802999999,1206853,BINANCE_SPOT_BTC_USDT
2023-04-26,2023-04-27T00:00:00.0000000Z,2023-04-26T00:00:00.2850000Z,2023-04-27T00:00:00.0520000Z,28300.79,30036.0,27235.0,28415.29,128874.55102000001,2581558,BINANCE_SPOT_BTC_USDT
2023-04-27,2023-04-28T00:00:00.0000000Z,2023-04-27T00:00:00.2620000Z,2023-04-27T23:59:59.9990000Z,28418.22,29890.0,28384.21,29472.77,86672.03924,2203449,BINANCE_SPOT_BTC_USDT
2023-04-28,2023-04-29T00:00:00.0000000Z,2023-04-28T00:00:00.3530000Z,2023-04-28T23:59:59.9990000Z,29472.77,29599.54,28891.0,29311.7,54566.75878999999,1225979,BINANCE_SPOT_BTC_USDT
2023-04-29,2023-04-30T00:00:00.0000000Z,2023-04-29T00:00:00.0060000Z,2023-04-29T23:59:59.9960000Z,29311.69,29448.88,29031.0,29230.45,20242.825360000003,646622,BINANCE_SPOT_BTC_USDT
2023-04-30,2023-05-01T00:00:00.0000000Z,2023-04-30T00:00:00.3440000Z,2023-04-30T23:59:59.9980000Z,29230.46,29969.39,29079.59,29233.21,40226.7163,989590,BINANCE_SPOT_BTC_USDT
2023-05-01,2023-05-02T00:00:00.0000000Z,2023-05-01T00:00:00.0070000Z,2023-05-02T00:00:01.0060000Z,29233.2,29337.34,27666.95,28068.26,58191.38578,1375840,BINANCE_SPOT_BTC_USDT
2023-05-02,2023-05-03T00:00:00.0000000Z,2023-05-02T00:00:00.0010000Z,2023-05-02T23:59:59.9960000Z,28068.26,28879.88,27872.0,28669.86,47172.012240000004,1261906,BINANCE_SPOT_BTC_USDT
2023-05-03,2023-05-04T00:00:00.0000000Z,2023-05-03T00:00:00.2800000Z,2023-05-03T23:59:59.7410000Z,28669.85,29264.01,28113.69,29026.16,59109.60965,1499834,BINANCE_SPOT_BTC_USDT
2023-05-04,2023-05-05T00:00:00.0000000Z,2023-05-04T00:00:00.3830000Z,2023-05-05T00:00:00.0000000Z,29026.16,29379.83,28663.64,28838.16,38448.748770000006,1031791,BINANCE_SPOT_BTC_USDT
2023-05-05,2023-05-06T00:00:00.0000000Z,2023-05-05T00:00:00.1820000Z,2023-05-06T00:00:00.0160000Z,28838.17,29677.0,28800.0,29504.8,53392.46041,1409915,BINANCE_SPOT_BTC_USDT
2023-05-06,2023-05-07T00:00:00.0000000Z,2023-05-06T00:00:00.2540000Z,2023-05-06T23:59:59.9990000Z,29504.79,29820.0,28300.0,28848.2,47176.485,1256247,BINANCE_SPOT_BTC_USDT
2023-05-07,2023-05-08T00:00:00.0000000Z,2023-05-07T00:00:00.0010000Z,2023-05-07T23:59:59.9980000Z,28848.19,29138.29,28395.23,28430.1,26439.029130000003,798674,BINANCE_SPOT_BTC_USDT
2023-05-08,2023-05-09T00:00:00.0000000Z,2023-05-08T00:00:00.0920000Z,2023-05-09T00:00:00.0090000Z,28434.15,28631.01,27262.0,27668.79,61503.75544,1702677,BINANCE_SPOT_BTC_USDT
2023-05-09,2023-05-10T00:00:00.0000000Z,2023-05-09T00:00:00.2260000Z,2023-05-10T00:00:00.0000000Z,27668.8,27818.0,27353.0,27628.28,39985.57301000001,1070628,BINANCE_SPOT_BTC_USDT
2023-05-10,2023-05-11T00:00:00.0000000Z,2023-05-10T00:00:00.6920000Z,2023-05-10T23:59:59.9980000Z,27628.28,28331.42,26777.0,27598.75,66748.65391000001,1553255,BINANCE_SPOT_BTC_USDT
2023-05-11,2023-05-12T00:00:00.0000000Z,2023-05-11T00:00:00.0060000Z,2023-05-12T00:00:00.1870000Z,27598.74,27630.14,26702.05,26968.62,48103.32777999999,1362152,BINANCE_SPOT_BTC_USDT
2023-05-12,2023-05-13T00:00:00.0000000Z,2023-05-12T00:00:00.4350000Z,2023-05-12T23:59:59.9980000Z,26968.61,27091.12,25811.46,26795.01,60657.994190000005,1464651,BINANCE_SPOT_BTC_USDT
2023-05-13,2023-05-14T00:00:00.0000000Z,2023-05-13T00:00:00.9770000Z,2023-05-13T23:59:59.9990000Z,26795.01,27045.45,26692.03,26775.28,22603.696890000003,633684,BINANCE_SPOT_BTC_USDT
2023-05-14,2023-05-15T00:00:00.0000000Z,2023-05-14T00:00:00.0000000Z,2023-05-14T23:59:59.9980000Z,26775.27,27200.0,26560.53,26917.62,21586.515889999995,661630,BINANCE_SPOT_BTC_USDT
2023-05-15,2023-05-16T00:00:00.0000000Z,2023-05-15T00:00:00.0010000Z,2023-05-15T23:59:59.9870000Z,26917.61,27663.59,26726.0,27162.14,40430.01993,993617,BINANCE_SPOT_BTC_USDT
2023-05-16,2023-05-17T00:00:00.0000000Z,2023-05-16T00:00:00.5810000Z,2023-05-16T23:59:59.9980000Z,27164.59,27296.89,26852.11,27033.84,32877.80689,866059,BINANCE_SPOT_BTC_USDT
2023-05-17,2023-05-18T00:00:00.0000000Z,2023-05-17T00:00:00.0060000Z,2023-05-17T23:59:59.9980000Z,27033.85,27500.0,26544.71,27405.61,39122.290660000006,1092682,BINANCE_SPOT_BTC_USDT
2023-05-18,2023-05-19T00:00:00.0000000Z,2023-05-18T00:00:00.0030000Z,2023-05-18T23:59:59.9960000Z,27405.62,27485.33,26361.2,26821.28,44934.34083,1136774,BINANCE_SPOT_BTC_USDT
2023-05-19,2023-05-20T00:00:00.0000000Z,2023-05-19T00:00:00.3840000Z,2023-05-19T23:59:59.9980000Z,26821.27,27183.6,26630.0,26880.26,28868.746730000003,809689,BINANCE_SPOT_BTC_USDT
2023-05-20,2023-05-21T00:00:00.0000000Z,2023-05-20T00:00:00.0040000Z,2023-05-20T23:59:59.9810000Z,26880.26,27150.0,26825.11,27102.43,13443.8553,505640,BINANCE_SPOT_BTC_USDT
2023-05-21,2023-05-22T00:00:00.0000000Z,2023-05-21T00:00:00.3070000Z,2023-05-22T00:00:00.0000000Z,27102.43,27277.55,26666.03,26747.78,21437.545770000004,596464,BINANCE_SPOT_BTC_USDT
2023-05-22,2023-05-23T00:00:00.0000000Z,2023-05-22T00:00:00.0040000Z,2023-05-23T00:00:00.3860000Z,26747.78,27057.71,26538.21,26850.12,23876.13319,754373,BINANCE_SPOT_BTC_USDT
2023-05-23,2023-05-24T00:00:00.0000000Z,2023-05-23T00:00:01.9020000Z,2023-05-23T23:59:59.9990000Z,26850.12,27495.83,26798.11,27219.61,39243.61864000001,859878,BINANCE_SPOT_BTC_USDT
2023-05-24,2023-05-25T00:00:00.0000000Z,2023-05-24T00:00:00.0060000Z,2023-05-24T23:59:59.9980000Z,27219.61,27219.61,26080.5,26329.01,55902.76720000001,1085840,BINANCE_SPOT_BTC_USDT
2023-05-25,2023-05-26T00:00:00.0000000Z,2023-05-25T00:00:00.0050000Z,2023-05-26T00:00:00.0000000Z,26329.0,26631.98,25871.89,26473.8,38047.06338000001,802866,BINANCE_SPOT_BTC_USDT
2023-05-26,2023-05-27T00:00:00.0000000Z,2023-05-26T00:00:00.7850000Z,2023-05-27T00:00:00.0020000Z,26473.8,26932.16,26327.24,26705.92,35021.01331000001,690424,BINANCE_SPOT_BTC_USDT
2023-05-27,2023-05-28T00:00:00.0000000Z,2023-05-27T00:00:00.0010000Z,2023-05-27T23:59:59.9970000Z,26705.93,26895.0,26551.0,26854.27,14957.939480000001,435946,BINANCE_SPOT_BTC_USDT
2023-05-28,2023-05-29T00:00:00.0000000Z,2023-05-28T00:00:00.1460000Z,2023-05-29T00:00:00.0100000Z,26854.27,28261.32,26764.36,28065.0,45411.66335,902150,BINANCE_SPOT_BTC_USDT
2023-05-29,2023-05-30T00:00:00.0000000Z,2023-05-29T00:00:00.2920000Z,2023-05-29T23:59:59.9980000Z,28065.0,28447.14,27524.6,27736.4,42278.74007,852292,BINANCE_SPOT_BTC_USDT
